latitude,longitude,date,time-stamp,total_waiting_time,trail_number,local_group_number,group_starting_time,group_ending_time,next_stop_distance,time_level,zone,Day,wifi_count,honks,rsi
23.56067552,87.2839908,06/30/2019,07:07:44,2,1,1,07:07:44,7:07:46,161.796689165,1,market_place,Sunday,0,0,8.678883999999998
23.55939132,87.28473717,06/30/2019,07:08:45,133,1,2,07:08:35,7:11:03,406.907045678,1,market_place,Sunday,4,91,8.745068051006712
23.55606327,87.28639713,06/30/2019,07:12:42,1,1,3,07:12:42,7:12:43,400.343702919,1,market_place,Sunday,0,2,8.9214935
23.55252164,87.28710375,06/30/2019,07:14:56,1,1,4,07:14:56,7:14:57,585.767533173,1,normal_city,Sunday,0,2,7.4706115
23.54824702,87.28374526,06/30/2019,07:17:21,9,1,5,07:17:11,7:17:30,394.463364427,1,normal_city,Sunday,4,13,8.922459550000001
23.54540413,87.28143057,06/30/2019,07:18:34,3,1,6,07:18:34,7:18:46,174.739883749,1,normal_city,Sunday,8,10,8.79552986923077
23.54452063,87.28284819,06/30/2019,07:19:24,2,1,7,07:19:24,7:19:30,1232.82310582,1,normal_city,Sunday,5,1,9.313121357142856
23.53914215,87.29342346,06/30/2019,07:23:36,1,1,8,07:23:36,7:23:37,41.9601773308,1,normal_city,Sunday,61,0,8.4654005
23.53916906,87.29383402,06/30/2019,07:23:44,1,1,9,07:23:44,7:23:45,81.3340787863,1,normal_city,Sunday,0,0,9.225563
23.5390559,87.29462226,06/30/2019,07:24:09,44,1,10,07:23:59,7:24:47,276.95159202,1,normal_city,Sunday,34,24,8.866824132653063
23.53761936,87.29684159,06/30/2019,07:25:39,3,1,11,07:25:36,7:25:41,246.266709922,1,normal_city,Sunday,13,4,8.7854335
23.53540719,87.2969577,06/30/2019,07:26:44,2,1,12,07:26:44,7:26:47,80.1603032885,1,normal_city,Sunday,0,2,8.433082525
23.53569241,87.29767985,06/30/2019,07:28:31,197,1,13,07:27:10,7:31:33,107.488921339,1,normal_city,Sunday,9,208,8.584570168181818
23.53548418,87.29870948,06/30/2019,07:32:07,1,1,14,07:32:07,7:32:08,188.687617901,1,normal_city,Sunday,0,0,8.209221
23.53586344,87.30051354,06/30/2019,07:32:58,1,1,15,07:32:58,7:32:59,172.1702411,1,normal_city,Sunday,0,1,9.917488
23.53707794,87.30156112,06/30/2019,07:33:31,3,1,16,07:33:29,7:33:37,1393.24353013,1,normal_city,Sunday,8,3,8.816954055555556
23.52821044,87.31121634,06/30/2019,07:36:46,23,1,17,07:36:38,7:37:04,263.232826149,1,normal_city,Sunday,2,2,8.787957685185185
23.52856714,87.30866385,06/30/2019,07:38:02,1,1,18,07:38:02,7:38:03,3153.02922861,1,normal_city,Sunday,0,0,8.818549999999998
23.50030893,87.3060995,06/30/2019,07:44:49,3,1,19,07:44:49,7:44:52,3153.02922861,1,highway,Sunday,8,2,7.801013925
